Arquivo,Almoxarifado_Origem_Arquivo,Grupo,Data,Id_Produto,Descricao,Sistema,Contagem,Divergencia_Qtd,Valor,Obs,Prejuizo,Hipotese_Sugerida
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004012,MAGIO PF AMABELA Cupulate  54% 60g,51,51,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004140,Língua de Onça Intenso Flowpack 11g,1899,1899,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,1737,1737,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004017,Língua de Onça Leit Praliné Flowpack 11g,1888,1890,2,-2.1164,Erro de Contagem - Ok,Não,Recontagem necessária
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004004,MAGIO PF Acará-Açu 75% 60g,120,120,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004003,MAGIO PF Sakaguchi ao Leite 41% 60g,729,729,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004002,PI Paiter Suruí 70% 60g,87,87,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004010,MAGIO PF Mocajuba 74% 60g,183,183,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004009,MAGIO PF Xiba 81% 60g,588,586,-2,13.1168,Falta 2 unidades - VERIFICAR,Sim,Outros / não categorizado
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,238,238,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05104096,Bombom SF Castanha-do-Pará 10g,29,29,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05104071,Bombom Bom Jardim Intenso 10g,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004148,Caixa de Bombons M (14 bombons),5,5,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05104122,Teste Industrial,0,0,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05104119,Bombom Mini Lua Cheia Choco ao Leite 10g,61,61,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004143,Barra ES Chocolate Lt Pistache 29g,220,221,1,-2.2481,Recontar,Não,Recontagem necessária
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004142,Barra ES Chocolate Lt Maracujá 29g,142,141,-1,1.9281,Recontar,Não,Recontagem necessária
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004141,Língua de Onça Cupulate Flowpack 11g,94,94,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004048,Biscoito Cast. Pará Cupulate 70% 150g,63,63,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto Acabado,2026-05-22 00:00:00,05004043,Formigueiro Caramelo de Maracujá Cx 80g,60,60,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.05.xlsm,Geral,Produto em Processo,2026-05-22 00:00:00,0020303003,Nibs de Cacau - Mocajuba (PA),24,24,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Geral 22.06.xlsm,Geral,Embalagem,2026-06-19 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),605,524,-81,183.87,Baixa Semanal Por Consumo - Aguaradndo Fiscal,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 22.06.xlsm,Geral,Embalagem,2026-06-19 00:00:00,0190213119,Sacola de Papel Tamanho G,730,206,-524,2929.16,Baixa Semanal Por Consumo - Aguaradndo Fiscal,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 22.06.xlsm,Geral,Produto Acabado,2026-06-19 00:00:00,05004002,PI Paiter Suruí 70% 60g,63,62,-1,4.3311,sumiu 1 unidade,Sim,Perda não identificada (possível furto)
Movimentados - Geral 22.06.xlsm,Geral,Produto Acabado,2026-06-19 00:00:00,05004142,Barra ES Chocolate Lt Maracujá 29g,149,128,-21,40.1289,Sumiu 21 unidades - demais almox conferidos já,Sim,Perda não identificada (possível furto)
Movimentados - Geral 22.07.xlsm,Geral,Embalagem,2026-07-21 00:00:00,0190213133,Berço interno caixa 14 bombons,900,1651,751,-811.08,Transf.Pendente Box,Não,Transferência pendente
Movimentados - Geral 22.07.xlsm,Geral,Embalagem,2026-07-21 00:00:00,0190213165,Caixa ES Ao Leite com Praliné e Maracujá,147,143,-4,2.378,Baixa Por Consumo - Fake loja,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 22.07.xlsm,Geral,Embalagem,2026-07-21 00:00:00,0190213057,Embalagem – mod. Envelope p/ barra,32,12,-20,38.4,Baixa Por Consumo - Fake loja,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 22.07.xlsm,Geral,Embalagem,2026-07-21 00:00:00,0190213134,Folder das Caixas de 14 Bombons,347,350,3,0,Ajustar Saldo +3,Sim,Ajuste de sistema pendente
Movimentados - Geral 22.07.xlsm,Geral,Embalagem,2026-07-21 00:00:00,0190213056,Envelope plastico transparente,1000,1400,400,-58.4,Verificando,Não,Outros / não categorizado
Movimentados - Geral 22.07.xlsm,Geral,Produto Acabado,2026-07-21 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,194,195,1,-6.5537,Ajustar +1,Não,Ajuste de sistema pendente
Movimentados - Geral 22.07.xlsm,Geral,Produto Acabado,2026-07-21 00:00:00,05004043,Formigueiro Caramelo de Maracujá Cx 80g,166,169,3,-38.3436,Ajustar +3,Não,Ajuste de sistema pendente
Movimentados - Geral 23.06.xlsm,Geral,Embalagem,2026-06-22 00:00:00,0190213138,Folder informação nutricional SSAL,197,194,-3,6.449999999999999,Divergência Injustificada,Sim,Outros / não categorizado
Movimentados - Geral 23.06.xlsm,Geral,Embalagem,2026-06-22 00:00:00,0190213154,Candy Pad Caixa 7 camadas black,67,61,-6,64.5,Divergência Injustificada,Sim,Outros / não categorizado
Movimentados - Geral 23.06.xlsm,Geral,Embalagem,2026-06-22 00:00:00,0190213106,Sacolas de papel tamanho M (32A x 23L),389,340,-49,153.86,Baixa Por consumo semanal,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 23.06.xlsm,Geral,Embalagem,2026-06-22 00:00:00,0190213131,Caixa SSAL SIMPLES,397,27,-370,42920,"Anteriormente recebemos algumas unidades, mas a NF foi dada entrada 100%, nesse caso o restante das unidades estão com o fornecedor.",Não,Outros / não categorizado
Movimentados - Geral 23.06.xlsm,Geral,Embalagem,2026-06-22 00:00:00,0190213119,Sacola de Papel Tamanho G,723,200,-523,2923.5699999999997,Baixa Por consumo semanal,Não,Baixa por consumo (processo semanal)
Movimentados - Geral 23.06.xlsm,Geral,Materia Prima,2026-06-22 00:00:00,0990101001,Amêndoa de Cacau Terceiros,6.565,6.555,-0.010000000000000675,0.2000000000000135,Variação de pesagem.,Não,Outros / não categorizado
Movimentados - Geral 23.06.xlsm,Geral,Produto Acabado,2026-06-22 00:00:00,05004002,PI Paiter Suruí 70% 60g,60,59,-1,4.2745,"Sem histórico, ajustar no próximo inventário.",Sim,Ajuste de sistema pendente
Movimentados - Geral 23.06.xlsm,Geral,Produto Acabado,2026-06-22 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,59,58,-1,6.8427,Transf.Pendente P/Loja - OK,Não,Transferência pendente
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,0190213131,Caixa SSAL SIMPLES,444,26,-418,48488,Recebimento Parcial,Não,Outros / não categorizado
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,0190213154,Candy Pad Caixa 7 camadas black,63,57,-6,64.5,Falta Injustificada,Sim,"Falta injustificada (não-estoque, revisar)"
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,0200216015,Papel Chumbo Azul Claro,50,0,-50,49.120000000000005,"Nota fiscal antiga, item utilizado na páscoa. Dar baixa.",Não,Outros / não categorizado
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,945,Folder SSAL,104,107,3,-3,Falta Injustificada,Sim,"Falta injustificada (não-estoque, revisar)"
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,0200216014,Papel Chumbo Prata,50,0,-50,37.64,"Nota fiscal antiga, item utilizado na páscoa. Dar baixa.",Não,Outros / não categorizado
Movimentados - Geral 24.06.xlsm,Geral,Embalagem,2026-06-23 00:00:00,0200216013,Papel Chumbo Toffe,100,0,-100,98.24000000000001,"Nota fiscal antiga, item utilizado na páscoa. Dar baixa.",Não,Outros / não categorizado
Movimentados - Geral 25.05.xlsm,Geral,Embalagem,2026-05-25 00:00:00,0190213106,Sacolas de papel tamanho M (32A x 23L),224,294,70,-219.8,Saldo Ajustado,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Embalagem,2026-05-25 00:00:00,0190213088,Caixa cartonada rígida  18x12x4 azul M,25,26,1,-11,Ajustado saldo 1 unidade +,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Embalagem,2026-05-25 00:00:00,0190213119,Sacola de Papel Tamanho G,819,149,-670,3745.2999999999997,Plano para mantermos nosso estoque fábrica ajustado até o inventário. Transferir divergência para o box e considerar apenas o estoque físico  que temos aqui.,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Embalagem,2026-05-25 00:00:00,0190213169,Caixa B2B 4 Bombons,386,387,1,0,Ajustado saldo 1 unidade +,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Materia Prima,2026-05-25 00:00:00,0140106806,Açúcar Mascavo,10,8,-2,29.356,Transf. Pendente Fab x Loja - ok,Não,Transferência pendente
Movimentados - Geral 25.05.xlsm,Geral,Materia Prima,2026-05-25 00:00:00,9990111020,Avelã,20.44,20.26,-0.17999999999999972,17.269199999999973,Ajuste de gramatura,Sim,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Materia Prima,2026-05-25 00:00:00,0140106805,Açúcar refinado,113,112,-1,3.0586,1kg destinado a copa.,Não,Outros / não categorizado
Movimentados - Geral 25.05.xlsm,Geral,Outros Insumos,2026-05-25 00:00:00,0540002,Pão de queijo com requeijão 100gr,70,48,-22,59.3516,Ajustado Pós cancelamento de Recebimento,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Outros Insumos,2026-05-25 00:00:00,0540001,Pão de queijo 70 gr,105,84,-21,29.7339,Ajustado Pós cancelamento de Recebimento,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Produto Acabado,2026-05-25 00:00:00,05004143,Barra ES Chocolate Lt Pistache 29g,218,219,1,-2.2481,Ajustado saldo 1 unidade +,Não,Ajuste de sistema pendente
Movimentados - Geral 25.05.xlsm,Geral,Produto Acabado,2026-05-25 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,1840,1835,-5,35.577999999999996,Sumiu 5 unidades - 0050401600001212026,Sim,Perda não identificada (possível furto)
Movimentados - Geral 25.06.xlsm,Geral,Embalagem,2026-06-24 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),585,504,-81,183.87,Alinhado com Maurício e Matheus para dar baixo uma vez por semana dos pedidos que não faturam sacolas.,Não,Pendência de faturamento
Movimentados - Geral 25.06.xlsm,Geral,Embalagem,2026-06-24 00:00:00,0190213106,Sacolas de papel tamanho M (32A x 23L),369,315,-54,169.56,Alinhado com Maurício e Matheus para dar baixo uma vez por semana dos pedidos que não faturam sacolas.,Não,Pendência de faturamento
Movimentados - Geral 25.06.xlsm,Geral,Materia Prima,2026-06-24 00:00:00,9990111021,DEXTROSE,1.5,1.2,-0.30000000000000004,7.773600000000001,"O pacote individual do item possui 0,250g, temos algumas transferências de 0,200g, Ajustar quantidade no inventário.",Sim,Ajuste de sistema pendente
Movimentados - Geral 25.06.xlsm,Geral,Produto em Processo,2026-06-24 00:00:00,0260303001,Nibs de Cacau Moju,6.95,6.615,-0.33499999999999996,15.403299999999998,"Fábrica pediu o item, descemos o pacote completo sem ser pesado, e subiu com a afirmação de que não utilizaram.",Sim,Outros / não categorizado
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Embalagem,2026-06-30 00:00:00,0190213119,Sacola de Papel Tamanho G,10,8,-2,11.18,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Embalagem,2026-06-30 00:00:00,0190213106,Sacolas de papel tamanho M (32A x 23L),25,23,-2,6.28,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Embalagem,2026-06-30 00:00:00,0190213105,Sacolas de papel tamanho P (24A x 16L),25,20,-5,11.348,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Materia Prima,2026-06-30 00:00:00,9990111001,Flor de Sal,0.285,0.285,0.0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Materia Prima,2026-06-30 00:00:00,0020301006,Amêndoa de Cacau Seca Aprovada - Mocajub,156,156,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004139,Língua de Onça Leite Flowpack 11g,10,10,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004140,Língua de Onça Intenso Flowpack 11g,10,7,-3,3.168,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004142,Barra ES Chocolate Lt Maracujá 29g,10,8,-2,3.856,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004143,Barra ES Chocolate Lt Pistache 29g,10,6,-4,8.992,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004097,Barra ES Leite com Avelã e Maracujá 80g,29,19,-10,33.985,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004014,MAGIO Língua de Onça Intso Praliné Cx80g,10,8,-2,11.6112,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004007,MAGIO PF Sakaguchi 78% 60g,14,5,-9,52.7409,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004056,Barra ES Leite Praliné de Pistache 80g,28,17,-11,56.2518,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004057,Barra ES ao Leite Praliné de Avelã 80g,28,20,-8,37.456,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004058,Barra ES Intenso Praliné de Avelã 80g,29,19,-10,39.692,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004138,Língua de Onça Int Praliné Flowpack 11g,10,7,-3,3.555,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004009,MAGIO PF Xiba 81% 60g,5,4,-1,6.578,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004008,MAGIO PF Sakaguchi Cupulate 58% 60g,15,4,-11,86.2906,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004011,MAGIO PF Kunkuni Cupulate 58% 60g,5,4,-1,5.644,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004010,MAGIO PF Mocajuba 74% 60g,5,1,-4,26.352,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004003,MAGIO PF Sakaguchi ao Leite 41% 60g,14,5,-9,52.450199999999995,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004002,PI Paiter Suruí 70% 60g,10,20,10,-43.16,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004006,MAGIO PF Vale do Jari 65% 60g,13,5,-8,42.24,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004004,MAGIO PF Acará-Açu 75% 60g,5,5,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004047,Biscoito Cast. Pará Chocolate 60% 150g,10,10,0,0,ok,Não,Sem divergência real (falso positivo)
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004043,Formigueiro Caramelo de Maracujá Cx 80g,10,7,-3,53.24759999999999,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004102,Lua Cheia Minis Chocolate ao Leite 100g,15,5,-10,68.34,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004048,Biscoito Cast. Pará Cupulate 70% 150g,10,9,-1,15.604,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004015,MAGIO Língua de Onça ao Leite Cx80g,10,8,-2,13.044,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004012,MAGIO PF AMABELA Cupulate  54% 60g,5,3,-2,14.656,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004017,Língua de Onça Leit Praliné Flowpack 11g,10,9,-1,1.146,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 01.07.xlsm,Par#U,Produto Acabado,2026-06-30 00:00:00,05004016,MAGIO Lg de Onça Lt Praliné Avelã Cx80g,10,9,-1,6.826,em faturamento,Não,Pendência de faturamento
Movimentados - Par#U00e1 08.07.xlsm,Par#U,Materia Prima,2026-07-07 00:00:00,9990107001,MANTEIGA DE CACAU desodorizada,33.24,33,-0.240000000000002,15.106440000000125,Desvio Padrão,Sim,Outros / não categorizado
Movimentados - Par#U00e1 21.07.xlsm,Par#U,Materia Prima,2026-07-20 00:00:00,0050111002,Aromatizante Puxuri,0.399,0.398,-0.0010000000000000009,0,Dispersão de Ficha técnica,Não,Divergência de Ficha Técnica
Movimentados - Par#U00e1 21.07.xlsm,Par#U,Materia Prima,2026-07-20 00:00:00,9990111001,Flor de Sal,0.4878,0.487,-0.0008000000000000229,0.07296000000000209,Dispersão de Ficha técnica,Não,Divergência de Ficha Técnica
Movimentados - Par#U00e1 21.07.xlsm,Par#U,Materia Prima,2026-07-20 00:00:00,0050108008,Biscoito de castanha do Pará,38.3435,36.9,-1.4435000000000002,129.91500000000002,Perda por avaria no processo,Sim,Avaria / Perda por avaria
Movimentados - Par#U00e1 21.07.xlsm,Par#U,Produto em Processo,2026-07-20 00:00:00,0050305009,Massa de Chocolate - Chocolate 60% - Sak,14.7,14.5,-0.1999999999999993,7.6250199999999735,Dispersão de Ficha técnica,Não,Divergência de Ficha Técnica
Movimentados - Par#U00e1 21.07.xlsm,Par#U,Produto em Processo,2026-07-20 00:00:00,0210305004,Massa  de Cupuaçu - Sakaguchi,6.2516,6.2,-0.051599999999999646,2.8258688399999805,Dispersão de Ficha técnica,Não,Divergência de Ficha Técnica
Movimentados - Processo 03.07.xlsm,Processo,Embalagem,2026-07-02 00:00:00,0190213165,Caixa ES Ao Leite com Praliné e Maracujá,351,351,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 03.07.xlsm,Processo,Embalagem,2026-07-02 00:00:00,9990712038,Etiqueta Branca PF Vale do Jari 4.5x14.5,354,354,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 03.07.xlsm,Processo,Embalagem,2026-07-02 00:00:00,0190213107,Caixa mini Lua Cheia ao Leite 100g,58,58,0,0,OK,Não,Sem divergência real (falso positivo)
Movimentados - Processo 03.07.xlsm,Processo,Embalagem,2026-07-02 00:00:00,9990712028,Etiqueta de dif PF Vale do Jari 6x12,326,326,0,0,OK,Não,Sem divergência real (falso positivo)
